HHID,Id,R1_A,R2_A,R3_A,R3_A_SO,R4_A,R9_A,R10_A,R11_A,R12_A,R13_A,R14_A,R15_A,R16_A,R17_A,R18_A,R19_A,R20_A,R21_A,R22_A,R23_A,R24_A,R25_A,R26_A,R27_A,R28_A
232043007,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
232043007,Men(Age 15 yrs and older,Yes,360.0,"Other, specify",FOUR MONTH,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,Yes,180.0,Yes,60.0
232043008,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,60.0,No,,Yes,480.0,Yes,30.0,Yes,210.0
232043008,Women (Age 15 yrs and older),No,,, ,,No,,Yes,155.0,No,,No,,No,,Yes,180.0,No,,No,,Yes,180.0,Yes,210.0
232043008,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
232043009,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
232043009,Women (Age 15 yrs and older),Yes,360.0,Monthly, ,1.0,Yes,5.0,Yes,150.0,Yes,30.0,No,,No,,No,,No,,Yes,480.0,Yes,240.0,Yes,60.0
232043010,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,Yes,120.0,Yes,120.0
232043010,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,No,,No,,No,,No,,No,,No,,Yes,300.0,Yes,180.0
232043011,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
232043011,Women (Age 15 yrs and older),Yes,480.0,Monthly, ,2.0,No,,Yes,160.0,No,,No,,Yes,60.0,Yes,120.0,Yes,60.0,Yes,480.0,No,,Yes,180.0
232043011,Men(Age 15 yrs and older,Yes,480.0,Monthly, ,2.0,No,,No,,No,,No,,No,,Yes,60.0,Yes,60.0,Yes,960.0,No,,Yes,180.0
232043012,Women (Age 15 yrs and older),Yes,180.0,"Other, specify",TWO MONTH,1.0,No,,Yes,150.0,No,,No,,Yes,60.0,No,,No,,Yes,480.0,No,,No,
232043012,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,No,
232043013,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,No,,Yes,480.0,No,,Yes,120.0
232043013,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
232043013,Women (Age 15 yrs and older),Yes,360.0,"Other, specify",TWO MONTH,1.0,No,,Yes,150.0,No,,No,,Yes,60.0,Yes,180.0,Yes,60.0,Yes,960.0,No,,Yes,240.0
232043014,Women (Age 15 yrs and older),Yes,180.0,"Other, specify",TWO MONTH,1.0,No,,Yes,90.0,No,,No,,Yes,30.0,Yes,240.0,Yes,60.0,Yes,420.0,No,,No,
232043014,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,360.0
232043014,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
232043014,Men(Age 15 yrs and older,Yes,180.0,"Other, specify",TWO MONTH,1.0,No,,No,,No,,No,,No,,Yes,60.0,No,,Yes,480.0,No,,No,
232043015,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
232043015,Women (Age 15 yrs and older),Yes,180.0,"Other, specify",TWO MONTH,1.0,No,,Yes,150.0,No,,No,,Yes,30.0,No,,No,,Yes,420.0,No,,Yes,120.0
232043015,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
232043101,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
232043101,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,No,,No,,No,,Yes,300.0,No,,Yes,360.0,No,,No,
232043102,Men(Age 15 yrs and older,Yes,300.0,"Other, specify",FOUR MONTH,5.0,No,,No,,No,,No,,No,,No,,No,,Yes,1440.0,No,,Yes,300.0
232043102,Women (Age 15 yrs and older),Yes,300.0,"Other, specify",FOUR MONTH,1.0,No,,Yes,150.0,No,,No,,No,,No,,No,,Yes,800.0,No,,Yes,240.0
232043103,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,360.0
232043103,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
232043103,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,1080.0,No,,Yes,180.0
232043103,Women (Age 15 yrs and older),No,,, ,,No,,Yes,300.0,No,,No,,No,,Yes,360.0,No,,Yes,480.0,No,,Yes,240.0
232043104,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,300.0
232043104,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
232043104,Women (Age 15 yrs and older),Yes,300.0,"Other, specify",SIX MONTH,1.0,No,,Yes,300.0,No,,No,,No,,Yes,240.0,No,,Yes,180.0,No,,Yes,300.0
232043104,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
232043105,Women (Age 15 yrs and older),Yes,150.0,Bi-Weekly, ,2.0,No,,Yes,120.0,No,,No,,Yes,30.0,No,,No,,Yes,120.0,No,,Yes,30.0
232043105,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,540.0,No,,Yes,180.0
232043106,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
232043106,Women (Age 15 yrs and older),Yes,360.0,"Other, specify",THREE MONTH,1.0,No,,Yes,150.0,No,,No,,No,,Yes,120.0,Yes,60.0,No,,No,,No,
232043107,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
232043107,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,No,,No,,No,,Yes,300.0,Yes,60.0,No,,No,,Yes,120.0
232043107,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
232043108,Women (Age 15 yrs and older),Yes,240.0,"Other, specify",TWO MONTH,1.0,No,,Yes,250.0,No,,No,,Yes,30.0,Yes,180.0,Yes,60.0,Yes,480.0,No,,No,
232043108,Men(Age 15 yrs and older,Yes,240.0,"Other, specify",TWO MONTH,1.0,No,,No,,No,,No,,No,,Yes,60.0,Yes,60.0,Yes,480.0,No,,No,
232043108,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
232043109,Women (Age 15 yrs and older),Yes,360.0,"Other, specify",THREE MONTH,1.0,No,,Yes,180.0,No,,No,,No,,No,,No,,Yes,720.0,No,,No,
232043109,Men(Age 15 yrs and older,Yes,360.0,"Other, specify",THREE MONTH,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,960.0,No,,No,
232043110,Women (Age 15 yrs and older),Yes,420.0,"Other, specify",THREE MONTH,1.0,No,,Yes,120.0,No,,No,,No,,No,,No,,Yes,660.0,No,,No,
232043111,Women (Age 15 yrs and older),Yes,300.0,"Other, specify",THREE MONTH,1.0,No,,Yes,135.0,No,,No,,No,,Yes,120.0,No,,No,,Yes,120.0,Yes,120.0
232043111,Men(Age 15 yrs and older,Yes,360.0,"Other, specify",THREE MONTH,1.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
232043111,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
232043112,Women (Age 15 yrs and older),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
232043112,Men(Age 15 yrs and older,Yes,180.0,Bi-Weekly, ,2.0,Yes,5.0,Yes,150.0,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
232043113,Men(Age 15 yrs and older,Yes,120.0,Bi-Weekly, ,2.0,No,,No,,No,,No,,No,,Yes,60.0,No,,Yes,480.0,Yes,60.0,Yes,120.0
232043113,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
232043113,Women (Age 15 yrs and older),Yes,260.0,Bi-Weekly, ,2.0,Yes,5.0,Yes,210.0,No,,No,,No,,Yes,210.0,No,,No,,Yes,60.0,Yes,60.0
232043114,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,1.0,Yes,5.0,Yes,150.0,No,,No,,Yes,180.0,No,,No,,No,,Yes,120.0,Yes,60.0
232043114,Boys(Under age 15 yrs),Yes,120.0,Weekly, ,1.0,No,,No,,No,,No,,No,,No,,Yes,30.0,No,,No,,Yes,120.0
232043114,Men(Age 15 yrs and older,Yes,120.0,Weekly, ,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,120.0
232043115,Men(Age 15 yrs and older,Yes,240.0,Weekly, ,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,Yes,180.0,Yes,180.0
232043115,Women (Age 15 yrs and older),Yes,300.0,Weekly, ,1.0,Yes,5.0,Yes,120.0,Yes,30.0,No,,No,,No,,No,,No,,Yes,180.0,Yes,120.0
232043115,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
232043115,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
232139101,Men(Age 15 yrs and older,Yes,1080.0,"Other, specify",SIX MONTH,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,180.0
232139101,Women (Age 15 yrs and older),Yes,540.0,"Other, specify",SIX MONTH,1.0,No,,Yes,150.0,No,,No,,Yes,15.0,No,,No,,Yes,300.0,No,,Yes,60.0
232139102,Women (Age 15 yrs and older),Yes,840.0,"Other, specify",ANNUALLY,2.0,No,,Yes,195.0,No,,No,,Yes,30.0,No,,No,,Yes,960.0,No,,Yes,300.0
232139102,Men(Age 15 yrs and older,Yes,840.0,"Other, specify",ANNUALLY,2.0,No,,No,,No,,No,,No,,No,,No,,Yes,600.0,No,,Yes,360.0
232139103,Women (Age 15 yrs and older),No,,, ,,No,,Yes,165.0,No,,No,,Yes,60.0,Yes,360.0,Yes,120.0,Yes,420.0,No,,Yes,60.0
232139103,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
232139103,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
232139104,Men(Age 15 yrs and older,Yes,480.0,"Other, specify",ANNUALLY,2.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,120.0
232139104,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,60.0,No,,No,,Yes,360.0
232139104,Women (Age 15 yrs and older),Yes,480.0,"Other, specify",ANNUALLY,2.0,No,,Yes,200.0,No,,No,,Yes,30.0,No,,No,,Yes,420.0,No,,Yes,120.0
232139105,Men(Age 15 yrs and older,Yes,960.0,"Other, specify",ANNUALLY,2.0,No,,No,,No,,No,,No,,Yes,360.0,Yes,60.0,Yes,420.0,No,,Yes,420.0
232139105,Women (Age 15 yrs and older),Yes,960.0,"Other, specify",ANNUALLY,2.0,No,,Yes,260.0,No,,No,,Yes,60.0,Yes,360.0,Yes,180.0,Yes,1200.0,No,,Yes,300.0
232139105,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
232139105,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,No,,No,,No,,Yes,360.0
232139106,Men(Age 15 yrs and older,Yes,60.0,"Other, specify",ANNUALLY,5.0,No,,No,,No,,No,,No,,No,,No,,Yes,300.0,No,,Yes,90.0
232139106,Women (Age 15 yrs and older),Yes,120.0,"Other, specify",ANNUALLY,1.0,No,,Yes,230.0,No,,No,,Yes,30.0,No,,No,,Yes,120.0,No,,Yes,120.0
232139107,Men(Age 15 yrs and older,Yes,120.0,"Other, specify",SIX MONTH,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,360.0,No,,Yes,120.0
232139107,Women (Age 15 yrs and older),Yes,120.0,"Other, specify",SIX MONTH,1.0,No,,Yes,160.0,No,,No,,Yes,15.0,No,,No,,Yes,420.0,No,,Yes,120.0
232139108,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
232139108,Women (Age 15 yrs and older),Yes,960.0,"Other, specify",ANNUALLY,3.0,No,,Yes,280.0,No,,No,,Yes,30.0,Yes,300.0,No,,Yes,480.0,No,,Yes,90.0
232139108,Men(Age 15 yrs and older,Yes,960.0,"Other, specify",ANNUALLY,3.0,No,,No,,No,,No,,No,,No,,No,,Yes,960.0,No,,Yes,90.0
232139109,Men(Age 15 yrs and older,Yes,180.0,"Other, specify",THREE MONTH,6.0,No,,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,Yes,120.0
232139109,Women (Age 15 yrs and older),Yes,180.0,"Other, specify",THREE MONTH,3.0,No,,Yes,180.0,No,,No,,Yes,60.0,No,,No,,Yes,120.0,No,,No,
232139110,Men(Age 15 yrs and older,Yes,30.0,"Other, specify",SIX MONTH,1.0,No,,No,,No,,No,,No,,Yes,120.0,No,,Yes,420.0,No,,No,
232139110,Women (Age 15 yrs and older),Yes,60.0,"Other, specify",SIX MONTH,2.0,No,,Yes,120.0,No,,No,,Yes,30.0,Yes,180.0,No,,Yes,120.0,No,,No,
232139110,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,360.0
232139111,Men(Age 15 yrs and older,Yes,500.0,"Other, specify",ANNUALLY,1.0,Yes,5.0,Yes,150.0,No,,No,,No,,No,,No,,Yes,480.0,Yes,60.0,Yes,120.0
232139112,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
232139112,Women (Age 15 yrs and older),Yes,480.0,"Other, specify",ANNUALLY,1.0,Yes,5.0,Yes,150.0,No,,No,,No,,Yes,360.0,No,,No,,Yes,120.0,Yes,120.0
232139113,Men(Age 15 yrs and older,Yes,500.0,"Other, specify",ANNUALLY,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,Yes,120.0,Yes,60.0
232139113,Women (Age 15 yrs and older),Yes,360.0,"Other, specify",ANNUALLY,1.0,Yes,5.0,Yes,150.0,No,,No,,No,,No,,No,,No,,Yes,180.0,Yes,60.0
232139114,Women (Age 15 yrs and older),No,,, ,,Yes,5.0,Yes,150.0,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
232139114,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
232139115,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,Yes,60.0,No,,Yes,60.0,Yes,120.0
232139115,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
232139115,Women (Age 15 yrs and older),No,,, ,,Yes,5.0,Yes,180.0,No,,No,,No,,No,,No,,No,,Yes,120.0,Yes,120.0
232139201,Women (Age 15 yrs and older),Yes,180.0,"Other, specify",THREE MONTH,6.0,No,,Yes,180.0,No,,No,,No,,No,,No,,Yes,300.0,No,,No,
232139201,Men(Age 15 yrs and older,Yes,120.0,"Other, specify",THREE MONTH,4.0,No,,No,,No,,No,,No,,No,,No,,Yes,240.0,No,,No,
232139202,Women (Age 15 yrs and older),Yes,480.0,"Other, specify",SIX MONTH,1.0,Yes,10.0,No,,No,,No,,No,,Yes,480.0,No,,No,,No,,Yes,180.0
232139202,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
232139203,Women (Age 15 yrs and older),Yes,900.0,"Other, specify",SIX MONTH,1.0,Yes,5.0,Yes,120.0,No,,No,,Yes,180.0,No,,No,,No,,Yes,180.0,Yes,120.0
232139203,Men(Age 15 yrs and older,Yes,900.0,"Other, specify",SIX MONTH,1.0,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0,Yes,120.0
232139204,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,60.0
232139204,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
232139204,Women (Age 15 yrs and older),Yes,180.0,Bi-Weekly, ,2.0,Yes,5.0,Yes,150.0,No,,No,,Yes,180.0,No,,Yes,60.0,No,,No,,Yes,60.0
232139205,Women (Age 15 yrs and older),Yes,120.0,Bi-Weekly, ,2.0,No,,Yes,120.0,No,,No,,No,,No,,No,,No,,No,,No,
232139205,Men(Age 15 yrs and older,Yes,120.0,Bi-Weekly, ,2.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
232139206,Women (Age 15 yrs and older),Yes,300.0,Weekly, ,1.0,No,,Yes,120.0,No,,No,,Yes,30.0,Yes,60.0,No,,Yes,540.0,No,,No,
232139206,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,360.0
232139206,Men(Age 15 yrs and older,Yes,300.0,Weekly, ,1.0,No,,No,,No,,No,,No,,Yes,180.0,No,,Yes,840.0,No,,Yes,180.0
232139206,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,60.0,No,,No,,No,,Yes,120.0
232139207,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
232139207,Women (Age 15 yrs and older),Yes,360.0,"Other, specify",ANNUALLY,5.0,No,,Yes,195.0,No,,No,,Yes,30.0,No,,Yes,120.0,Yes,1800.0,No,,Yes,240.0
232139207,Men(Age 15 yrs and older,Yes,120.0,"Other, specify",ANNUALLY,5.0,No,,No,,No,,No,,No,,No,,No,,Yes,780.0,No,,Yes,120.0
232139208,Men(Age 15 yrs and older,Yes,180.0,Weekly, ,1.0,No,,No,,No,,No,,Yes,60.0,No,,No,,Yes,600.0,No,,Yes,60.0
232139208,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,1.0,No,,Yes,135.0,No,,No,,Yes,60.0,No,,No,,Yes,420.0,No,,No,
232139209,Women (Age 15 yrs and older),Yes,540.0,"Other, specify",FIVE MONTH,6.0,No,,Yes,75.0,No,,No,,Yes,20.0,No,,No,,Yes,540.0,No,,Yes,180.0
232139209,Men(Age 15 yrs and older,Yes,180.0,"Other, specify",FIVE MONTH,3.0,No,,No,,No,,No,,No,,No,,No,,Yes,300.0,No,,Yes,120.0
232139209,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
232139210,Women (Age 15 yrs and older),Yes,180.0,"Other, specify",FOUR MONTH,1.0,No,,Yes,120.0,No,,No,,No,,No,,No,,Yes,120.0,No,,No,
232139210,Men(Age 15 yrs and older,Yes,120.0,"Other, specify",FOUR MONTH,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,60.0,No,,No,
232139211,Women (Age 15 yrs and older),Yes,180.0,"Other, specify",TWO MONTH,1.0,No,,Yes,120.0,No,,No,,Yes,30.0,No,,No,,Yes,180.0,No,,No,
232139212,Women (Age 15 yrs and older),Yes,180.0,"Other, specify",THREE MONTH,4.0,No,,Yes,120.0,No,,No,,Yes,30.0,No,,No,,Yes,720.0,No,,Yes,120.0
232139212,Men(Age 15 yrs and older,Yes,180.0,"Other, specify",THREE MONTH,6.0,No,,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,Yes,60.0
232139213,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,1.0,Yes,5.0,Yes,180.0,Yes,30.0,No,,No,,No,,No,,No,,Yes,60.0,Yes,120.0
232139213,Men(Age 15 yrs and older,Yes,180.0,Weekly, ,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,800.0,No,,Yes,60.0
232139214,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
232139214,Women (Age 15 yrs and older),Yes,500.0,Bi-Weekly, ,1.0,Yes,5.0,Yes,150.0,No,,No,,No,,No,,No,,Yes,360.0,Yes,60.0,No,
232139215,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,1.0,No,,Yes,90.0,No,,No,,No,,No,,No,,No,,No,,No,
232139301,Women (Age 15 yrs and older),Yes,180.0,"Other, specify",SIX MONTH,1.0,No,,Yes,120.0,No,,No,,No,,No,,No,,Yes,480.0,No,,No,
232139302,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
232139302,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,No,,No,,No,,No,,No,,Yes,420.0,No,,Yes,180.0
232139302,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,No,
232139303,Women (Age 15 yrs and older),Yes,720.0,"Other, specify",THREE MONTH,1.0,No,,Yes,170.0,No,,No,,Yes,30.0,Yes,300.0,No,,Yes,720.0,No,,No,
232139303,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,No,,Yes,180.0,No,,No,
232139303,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
232139304,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
232139304,Men(Age 15 yrs and older,Yes,300.0,Bi-Weekly, ,2.0,No,,No,,No,,No,,No,,Yes,60.0,Yes,30.0,Yes,840.0,No,,Yes,60.0
232139304,Women (Age 15 yrs and older),Yes,300.0,Bi-Weekly, ,2.0,No,,Yes,160.0,No,,No,,Yes,30.0,Yes,120.0,Yes,30.0,Yes,420.0,No,,No,
232139305,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
232139305,Women (Age 15 yrs and older),Yes,180.0,"Other, specify",FIVE MONTH,1.0,No,,Yes,160.0,No,,No,,Yes,30.0,Yes,60.0,Yes,120.0,Yes,300.0,No,,Yes,30.0
232139305,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,60.0,No,,No,,Yes,360.0
232139306,Women (Age 15 yrs and older),No,,, ,,No,,Yes,180.0,No,,No,,Yes,30.0,No,,No,,Yes,420.0,No,,No,
232139306,Men(Age 15 yrs and older,Yes,180.0,Weekly, ,3.0,No,,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,No,
232139307,Men(Age 15 yrs and older,Yes,240.0,Monthly, ,4.0,No,,Yes,90.0,No,,No,,Yes,60.0,No,,No,,Yes,420.0,No,,Yes,120.0
232139307,Women (Age 15 yrs and older),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
232139308,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
232139308,Women (Age 15 yrs and older),No,,, ,,No,,Yes,135.0,No,,No,,No,,Yes,540.0,No,,Yes,180.0,No,,No,
232139308,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,No,,Yes,360.0,No,,No,
232139309,Women (Age 15 yrs and older),No,,, ,,No,,Yes,180.0,No,,No,,No,,No,,No,,Yes,300.0,No,,No,
232139309,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
232139309,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,300.0,No,,Yes,180.0
232139310,Women (Age 15 yrs and older),Yes,180.0,"Other, specify",TWO MONTH,3.0,No,,Yes,150.0,No,,No,,Yes,30.0,No,,No,,Yes,360.0,No,,No,
232139310,Men(Age 15 yrs and older,Yes,180.0,"Other, specify",TWO MONTH,3.0,No,,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,No,
232139311,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
232139311,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
232139311,Men(Age 15 yrs and older,Yes,180.0,Bi-Weekly, ,2.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,Yes,60.0,Yes,60.0
232139311,Women (Age 15 yrs and older),Yes,180.0,Bi-Weekly, ,2.0,Yes,5.0,Yes,150.0,Yes,30.0,No,,Yes,180.0,No,,No,,No,,Yes,60.0,Yes,60.0
232139312,Women (Age 15 yrs and older),No,,, ,,Yes,10.0,Yes,80.0,No,,No,,No,,No,,No,,No,,Yes,120.0,Yes,60.0
232139312,Men(Age 15 yrs and older,Yes,300.0,Weekly, ,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,Yes,60.0,Yes,60.0
232139313,Women (Age 15 yrs and older),Yes,120.0,Daily, ,1.0,Yes,10.0,Yes,150.0,No,,No,,No,,No,,No,,No,,Yes,180.0,Yes,120.0
232139313,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
232139314,Men(Age 15 yrs and older,Yes,180.0,Bi-Weekly, ,2.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,Yes,120.0,Yes,60.0
232139314,Women (Age 15 yrs and older),Yes,180.0,Bi-Weekly, ,2.0,Yes,10.0,Yes,150.0,No,,No,,No,,No,,No,,Yes,480.0,Yes,120.0,Yes,60.0
232139315,Women (Age 15 yrs and older),Yes,250.0,"Other, specify",THREE MONTH,1.0,Yes,10.0,Yes,150.0,No,,No,,No,,No,,No,,No,,Yes,120.0,Yes,60.0
232139315,Men(Age 15 yrs and older,Yes,250.0,"Other, specify",THREE MONTH,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,Yes,120.0,Yes,60.0
232139401,Women (Age 15 yrs and older),Yes,180.0,Monthly, ,1.0,No,,Yes,90.0,No,,No,,Yes,15.0,Yes,360.0,No,,Yes,480.0,No,,Yes,120.0
232139401,Men(Age 15 yrs and older,Yes,180.0,Monthly, ,1.0,Yes,10.0,No,,No,,No,,No,,Yes,180.0,No,,Yes,420.0,No,,Yes,120.0
232139401,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,360.0
232139402,Girls(Under age 15 yrs),Yes,60.0,Weekly, ,1.0,No,,No,,No,,No,,No,,No,,Yes,120.0,No,,No,,Yes,60.0
232139402,Women (Age 15 yrs and older),Yes,60.0,Weekly, ,1.0,No,,Yes,120.0,No,,No,,Yes,60.0,No,,No,,Yes,360.0,No,,No,
232139402,Boys(Under age 15 yrs),Yes,60.0,Weekly, ,1.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
232139402,Men(Age 15 yrs and older,Yes,60.0,Weekly, ,1.0,Yes,15.0,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,60.0
232139403,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
232139403,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
